REGISTRO_OPERADORA;CNPJ;Razao_Social;Nome_Fantasia;Modalidade;Logradouro;Numero;Complemento;Bairro;Cidade;UF;CEP;DDD;Telefone;Fax;Endereco_eletronico;Representante;Cargo_Representante;Regiao_de_Comercializacao;Data_Registro_ANS
411256;00000000411256;PLANO HOSPITAL SAMARITANO LTDA;PHS SAMARITANO SAÚDE;Medicina de Grupo;AV SAO JOSE DOS CAMPOS ;256;ANDAR PISO SUPERIOR ;JARDIM NOVA EUROPA;Campinas;SP;13040145;19;32322150;;phs@samaritosaude.com.br;RICARDO DE CAPRIO;SÓCIO ADMINISTRADOR;5;12/05/2000
415936;00000000415936;PLANO ODONTOLÓGICO DENTALVIDAS LTDA.;DENTALVIDAS;Odontologia de Grupo;RUA MAGID ANTONIO CALIL;176;;JARDIM BOTÂNICO;Ribeirão Preto;SP;14021644;16;81643959;;atendimento@dentalvidas.com.br; ICARO VILAR MOTA GUIMARÃES;REPRESENTANTE;4;08/03/2007
423408;00000000423408;PLANO SIGMA SAÚDE LTDA;;Medicina de Grupo;RUA FLORIANO PEIXOTO;1009;;VILA MENDONÇA;Araçatuba;SP;16015000;18;31176391;;reginaldo.sigmasaude@gmail.com;EVALDO DE ARAÚJO SANCHEZ;SÓCIO PROPRIETÁRIO;6;12/12/2022
415987;00000000415987;PLANO VIDA SAUDE SERVIÇOS ODONTOLOGICOS LTDA;ORAL SANTA HELENA;Odontologia de Grupo;RUA CAMPOS;130;;SÃO JOSE;Aracaju;SE;49015220;;;32116668;financeiro@oralsantahelena.com.br;JOSAN PEREIRA TENORIO;SÓCIO-ADMINISTRATIVO;6;13/04/2007
416517;00000000416517;PLANODENTE LTDA.;;Odontologia de Grupo;RUA DOUTOR MILTON BANDEIRA;140;LOJA 202;CENTRO;Viçosa;MG;36570000;31;38916362;38916362;PLANODENTE@HOTMAIL.COM;MARIA HELENA PIRES SILVA;ADMINISTRADORA;6;22/01/2008
418986;00000000418986;PLATINUM ADMINISTRADORA DE BENEFICIOS;;Administradora de Benefícios;SRTVS QUADRA 701, CONJUNTO L, BLOCO 02;38;TÉRREO II, SALA 112;ASA SUL;Brasília;DF;70340906;;;;gleciana@platinumbeneficios.com.br;GLECIANA SILVA VIEIRA;ADMINISTRADORA;4;01/08/2013
420956;00000000420956;PLENA ADMINISTRADORA DE BENEFÍCIOS LTDA - ME;PLENA ADMINISTRADORA DE BENEFÍCIOS;Administradora de Benefícios;RUA JOÃO PESSOA DE MATOS;530;COND. ED. PRE OFFICE TOWER;PRAIA DA COSTA;Vila Velha;ES;29101115;27;37631360;;danilosassaroli@gmail.com;DANILO HADDAD SASSAROLI;Diretor Operacional;5;13/07/2017
348830;00000000348830;PLENA SAÚDE S.A.;PLENA SAÚDE;Medicina de Grupo;AV. RAIMUNDO PEREIRA DE MAGALHAES;12575;SALA 03;PARADA DE TAIPAS;São Paulo;SP;2989095;11;39445439;;regulatorio@plenasaude.com.br;JOSE LUIZ RANIERI;DIRETOR PRESIDENTE;4;30/12/1998
403458;00000000403458;PLENODONTO ASSISTÊNCIA ODONTOLÓGICA LTDA.;PLENODONTO;Odontologia de Grupo;AV. IPIRANGA;337;10º ANDAR - CJ.101;REPÚBLICA;São Paulo;SP;1046010;11;31207420;;jbosco@plenodonto.com.br;JOÃO BOSCO MUNIZ SIMON;SOCIO GERENTE;4;14/04/1999
423441;00000000423441;PLENUM ASSISTENCIA MEDICA  LTDA;PLENUM SAUDE ;Medicina de Grupo;QS 1 RUA 210 TORRE 03 - LOTE 34/36;S/N;SALA 312;AGUAS CLARAS ;Brasília;DF;71950770;;;;DIRETORIA@PLENUMSAUDE.COM;LUCIO ANTUNES ALVES ;SOCIO - ADMINISTRADOR;;18/01/2023
418552;00000000418552;PLURAL GESTÃO EM PLANOS DE SAÚDE LTDA;PLURAL ADMINISTRADORA DE BENEFICIOS;Administradora de Benefícios;AV. RIO BRANCO ;131; 5º ANDAR, SALAS 501 a 504;CENTRO;Rio de Janeiro;RJ;20040006;21;38616000;;andre@pluralsaude.com.br;ANDRÉ LUIZ CORBACHO VIANNA;DIRETOR PRESIDENTE;4;11/06/2012
417751;00000000417751;PLURICLUB ADMINISTRADORA DE BENEFÍCIOS LTDA.;PLURICLUB ADMINISTRADORA DE BENEFÍCIOS LTDA.;Administradora de Benefícios;SETE DE ABRIL ;230;BLOCO A CONJUNTO 102;REPÚBLICA;São Paulo;SP;1044000;11;32575258;32575258;CARECLUB@PLURICARE.COM.BR;LUIZ GUILHERME GOMES PRIMOS;ADMINISTRADOR;4;20/12/2010
351270;00000000351270;POLI SAUDE OPERADORA DE PLANO DE SAUDE LTDA;POLI SAUDE OPERADORA DE PLANO DE SAUDE LTDA;Medicina de Grupo;RUA PARANÁ;700;;CENTRO;Pato Branco;PR;85501074;46;32242210;;polisaude@polisaudepb.com.br;JULIANE BLEICH;REPRESENTANTE JUNTO À ANS;5;24/12/1998
415693;00000000415693;POLICLIN SAÚDE S/A.;;Medicina de Grupo;AV NOVE DE JULHO ;355;;JARDIM APOLO;São José dos Campos;SP;12243000;12;37972833;37972833;contato.ans@policlinsaude.com.br;SILVIA REGINA ETTORI ALVES DE BRITTO;DIRETOR;5;02/08/2006
316903;00000000316903;POLIMÉDICA SAÚDE SOCIEDADE SIMPLES LTDA;POLIMÉDICA SAÚDE;Medicina de Grupo;RUA GENERAL NETO;353;;FLORESTA;Porto Alegre;RS;90560020;51;32213428;32213666;polimedica@polimedica.com.br;SANDRA RENATA MARCONATO WOLF;ADMINISTRADORA;4;28/12/1998
415081;00000000415081;PORTO DIAS SAUDE LTDA.;PORTO DIAS SAUDE;Medicina de Grupo;TRAVESSA MAURITI;3050;SALA 1;MARCO;Belém;PA;66093020;;;30843038;adrianadias@hpd.com.br;ANTONIO CARLOS CORREA DIAS;REPRESENTANTE;6;03/02/2005
582;00000000000582;PORTO SEGURO - SEGURO SAÚDE S/A;PORTO SEGURO SAÚDE;Seguradora Especializada em Saúde;Alameda Barão de Piracicaba;740;Torre B, 8º andar, Lado B;CAMPOS ELISEOS;São Paulo;SP;1216012;11;33665199;33668823;regulacao.saude@portoseguro.com.br;LUIZ VICENTE GUARANHA LAPENTA;DIRETOR DE PRECIFICAÇÃO;4;31/07/2001
418625;00000000418625;PORTO SEGURO SERVIÇOS ODONTOLÓGICOS LTDA.;PORTO DENTAL;Odontologia de Grupo;RUA GUAIANASES;1238;MEZANINO - PARTE;CAMPOS ELISEOS;São Paulo;SP;1204002;;;;regulacao.saude@portoseguro.com.br;LUIZ VICENTE GUARANHA LAPENTA;DIRETOR DE PRECIFICAÇÃO;4;08/10/2012
417491;00000000417491;PORTOMED - PORTO SEGURO SERVIÇOS DE SAUDE LTDA;;Medicina de Grupo;RUA GUAIANASES;1238;MEZANINO/PARTE;CAMPOS ELISEOS;São Paulo;SP;1204001;11;33661722;33668823;regulacao.saude@portoseguro.com.br;LUIZ VICENTE GUARANHA LAPENTA;DIRETOR DE PRECIFICAÇÃO;4;13/08/2010
420280;00000000420280;POSITIVA ADMINISTRADORA DE BENEFICIOS LTDA;POSITIVA ADMINISTRADORA DE BENEFÍCIOS;Administradora de Benefícios;ALAMEDA CAMPINAS;457;8º andar - cj, D;JARDIM PAULISTA;São Paulo;SP;1404100;11;41181040;;paulo.sampaio@positiva.com.br;PAULO HENRIQUE MOURÃO SAMPAIO;ADMINISTRADOR;1;08/11/2016
419133;00000000419133;POSTAL SAÚDE CAIXA DE ASSISTÊNCIA E SAÚDE DOS EMPREGADOS DOS CORREIOS;POSTAL SAÚDE;Autogestão;SHS;QUADRA 2 ;BLOCO B,  nº 2 - Ed. TELEX - 1º e 2º and;ASA SUL;Brasília;DF;70312970;61;34256777;;ans@postalsaude.com.br;ELI PINTO DE MELO JÚNIOR;DIRETOR PRESIDENTE;1;25/09/2013
421413;00000000421413;PP HEALTH ADMINISTRADORA DE BENEFÍCIOS LTDA-ME;PP HEALTH ADMINISTRADORA DE BENEFÍCIOS;Administradora de Benefícios;Rua Buenos Aires;441;Sala 33;Batel;Curitiba;PR;80250070;41;30166153;;diretoria@pphealth.com.br;MAREDITH PEREIRA RIBEIRO SELL;SÓCIA ADMINISTRADORA;1;28/11/2018
422959;00000000422959;PRESERVE SAUDE ASSISTENCIA MEDICA LTDA;PRESERVE;Medicina de Grupo;PC GIL MOREIRA;1.0;EDIF GIL MOREIRA SALA 4;RECREIO;Vitória da Conquista;BA;45020360;;;;diretoria@preservesaude.com.br;ANUCHE DE BRITO LIRA;REPRESENTANTE LEGAL;;24/08/2021
384844;00000000384844;PREST ODONTO LTDA;PREST ODONTO LTDA;Odontologia de Grupo;RUA CORONEL JOÃO LEME;688;EV. 3;CENTRO;Bragança Paulista;SP;12900161;;;;diretoria@prestodonto.com.br;JOÃO BOSCO MUNIZ SIMON;SÓCIO ADMINISTRADOR;6;07/01/1999
413267;00000000413267;PREVENT SENIOR CORPORATE OPERADORA DE SAÚDE LTDA.;;Medicina de Grupo;AVENIDA BRIGADEIRO LUIZ ANTONIO;3521;14º ANDAR;JARDIM PAULISTA;São Paulo;SP;1401001;1;131479192;131479191;ps.ans@preventsenior.com.br;EDUARDO FAGUNDES PARRILLO;ADMINISTRADOR;4;07/03/2001
302147;00000000302147;PREVENT SENIOR PRIVATE OPERADORA DE SAÚDE LTDA;PREVENT SENIOR;Medicina de Grupo;AVENIDA BRIGADEIRO LUIZ ANTÔNIO;3521;15º ANDAR;JARDIM PAULISTA;São Paulo;SP;1401001;11;50700770;33721579;ps.ans@preventsenior.com.br;FERNANDO FAGUNDES PARRILLO;ADMINISTRADOR;4;22/12/1998
421804;00000000421804;PREVER ADMINISTRADORA DE BENEFÍCIOS LTDA;PREVER ADMINISTRADORA DE BENEFÍCIOS LTDA;Administradora de Benefícios;RUA ALFERES POLI;1681;;Rebouças;Curitiba;PR;80220050;41;21051370;;wellington.alves@preverbeneficios.com.br;WELLINGTON FRANCISCO ALVES;Diretor;4;02/09/2019
374440;00000000374440;PREVIDENT ASSISTÊNCIA ODONTOLÓGICA S.A;PREVIDENT;Odontologia de Grupo;Rua Funchal;538;SL 24;Vila Olímpia;São Paulo;SP;4551060;11;33230733;;comercial@prevident.com.br;JOSÉ HERMICESAR BRILHANTE PALMEIRA;ADMINISTRADOR;4;05/01/1999
403636;00000000403636;PREVINA ODONTOLOGIA LTDA;PREVINA;Odontologia de Grupo;RUA CAMILO CHAGAS;275;SALA 2;CENTRO;Conchal;SP;13835000;19;38663680;38661448;adm@previnaodonto.com.br;AUGUSTO RAIMUNDO RIBEIRO;ADMINISTRADOR;6;19/04/1999
418307;00000000418307;PREVISÃO ADMINISTRADORA DE BENEFÍCIOS LTDA.;;Administradora de Benefícios;RUA DA QUITANDA;70;6ª ANDAR - PARTE;CENTRO;Rio de Janeiro;RJ;20011030;21;25090180;;contato@previsaobeneficios.com.br;ERNESTO SAMUEL FLORIANO DA CRUZ CIAMPOLINI;ADMINISTRADOR;4;21/11/2011
416525;00000000416525;PRIMA VIDA ODONTOLOGIA DE GRUPO LIMITADA;PRIMA VIDA;Odontologia de Grupo;AVENIDA RIO BRANCO;123;SALA 2106 A 2111;CENTRO;Rio de Janeiro;RJ;20040005;21;32994501;;primavida@primavida.com.br;KLÉBER BERNARDES DA SILVA;SÓCIO GERENTE;3;30/01/2008
424617;00000000424617;PRIME PLANOS DE SAUDE LTDA;SAUDE PRIME;Medicina de Grupo;AV VISCONDE DE PORTO ALEGRE, SALA 02 - B;479;;CENTRO;Manaus;AM;69010125;92;993594950;;comercial@planoprimesaude.com.br;HÍTALO COSTA SANTOS;DIRETOR GERAL;;10/11/2025
424161;00000000424161;PRO-SAUDE JARINU ASSISTENCIA MEDICA SUPLEMENTAR LTDA.;;Medicina de Grupo;AV JOSE MANARA;450;SALA 201;FIM DO CAMPO;Jarinu;SP;13240000;11;934282221;;jampereira@hnj.com.br;JOSOE AUGUSTO GOMES MARQUES PEREIRA;SOCIO ADMINISTRADOR;;14/10/2024
310522;00000000310522;PROASA SAÚDE;PROASA SAÚDE;Medicina de Grupo;AV L3 SUL;611;SGAS MOD. 75/76;ASA SUL;Brasília;DF;70200710;51;33451818;33457778;secretaria.proasa@proasa.org.br;GILNEI VIVEIRO DE ABREU;DIRETOR GERAL;3;18/12/1998
424251;00000000424251;PROLIFE ADMINISTRADORA  DE SAUDE LTDA;;Administradora de Benefícios;AVENIDA PAULISTA;453;ANDAR 2, CONJ 21 22 24;BELA VISTA;São Paulo;SP;1311000;;;;contato@tecgroup.com.br;LEONARDO DIVINO COSTA GUERREIRO;REPRESENTANTE LEGAL;;16/12/2024
326861;00000000326861;PROMÉDICA - PROTEÇÃO MEDICA A EMPRESAS S.A.;PROMEDICA;Medicina de Grupo;RUA SOL NASCENTE;43;ED. CENTRO MÉDICO EMPRESARIAL VITRAUX  S;FEDERAÇÃO;Salvador;BA;40210760;71;32719103;32719104;promedica.ans@promedica.com.br;JORGE ANTONIO DUARTE OLIVEIRA;DIRETOR ADMINISTRATIVO-FINANC;3;17/12/1998
417475;00000000417475;PRONTO SOCORRO CONDE DE MOREIRA LIMA;CAS - CONTRATO DE ASSISTÊNCIA À SAÚDE;Medicina de Grupo;RUA DOM BOSCO;562;;CENTRO;Lorena;SP;12600100;12;33011408;;gerente.administrativo@caslorena.com.br;MARIO TEIXEIRA DA SILVA;DIRETOR ADMINISTRATIVO;6;03/08/2010
305626;00000000305626;PRONTOCLINICA E HOSPITAIS SAO LUCAS S/A;PLANO DE SAUDE SAO LUCAS;Medicina de Grupo;AV. AFONSO PENA;544;SALA 01;CENTRO;Montes Claros;MG;39400098;38;32183000;;ans@saolucas.org;DILSON DE QUADROS GODINHO NETO;PRESIDENTE;5;22/12/1998
301728;00000000301728;PRONTOMED PLANOS DE SAÚDE LTDA;PRONTOMED LTDA.;Medicina de Grupo;AV. SETE DE SETEMBRO;1161;;CENTRO;Divinópolis;MG;35500011;37;3,51232E+11;35123209;prontomed@prontomedmg.com.br;WALDEMAR HENRIQUE RAUSCH JUNIOR;SOCIO GERENTE;5;23/12/1998
421383;00000000421383;PROPULSÃO PLANOS ODONTOLÓGICOS LTDA;PROPULSÃO PLANOS ODONTOLÓGICOS;Odontologia de Grupo;AV ADVOGADO HORACIO RACCANELLO FILHO;6170;SALA 5;ZONA 01;Maringá;PR;87045200;;;;rodrigo@propulsaodental.com.br;RODRIGO DUENHA PORTA;SÓCIO ADMINISTRADOR;6;12/09/2018
422533;00000000422533;PROVER ODONTOLOGIA LTDA;PROVER ODONTO;Odontologia de Grupo;RUA DA PAZ;483;;JARDIM DOS ESTADOS ;Campo Grande;MS;79020250;37;34425831;;ericsson@proversaude.com.br;ERICSSON FLAVIO CAVALCANTI;DIRETOR;3;10/12/2020
423998;00000000423998;PROVIDENCE ADMINISTRADORA DE BENEFICIOS LTDA;PROVIDENCE ADMINISTRADORA DE BENEFICIOS LTDA;Administradora de Benefícios;RUA SENADOR DANTAS;117;APT. 1219;CENTRO;Rio de Janeiro;RJ;20031911;55;81326423;;contato@corretoraprovidence.com.br;ANDRÉ IRLLAN CAVALCANTI LINS;CFO - Diretor Financeiro Executivo;;20/05/2024
422193;00000000422193;PRUDENTE ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios;AVENIDA SENADOR FEIJÓ;686;SALA 731;VILA MATHIAS;Santos;SP;11015504;13;32240030;;notificacao@prudenteadministradora.com.br;BRAULIO DE SOUSA LIMA;ADMINISTRADOR;6;26/03/2020
424641;00000000424641;PRÓ-SAÚDE ADMINISTRADORA  DE BENEFICIOS LTDA;PRÓ-SAÚDE;Administradora de Benefícios;RUA MADRE MARIA VICTORIA;90;SALA 302;CHARITAS;Niterói;RJ;24370035;21;960178859;;maria.geraldine@elegibilidadebrasil.org;MARIA GERALDINE COUCEIRO;ADMINISTRADORA;;30/09/2025
422703;00000000422703;PS ASSISTENCIA LTDA;MEU DENTISTA;Odontologia de Grupo;Avenida Eldes Scherrer Souza;975;Sala 801;Parque Residencial Laranjeiras;Serra;ES;29165680;27;30655232;;vinicius.franco@meudentista.com.br;EDUARDO LUIZ NASCIMENTO PONTES;Administrador;5;11/05/2021
420999;00000000420999;QUALI ADMINISTRADORA DE BENEFÍCIOS S/A;QUALI ADMINISTRADORA DE BENEFÍCIOS;Administradora de Benefícios;RUA CEARÁ;1513;1º ANDAR, ED. PEDRINI;PRAIA DA COSTA;Vila Velha;ES;29101290;27;21012847;;diretoria@qualisaudeadm.com.br;BERNARD DE CASTRO DALLA BERNARDINA;REPRESENTANTE LEGAL;3;21/07/2017
417173;00000000417173;QUALICORP ADMINISTRADORA DE BENEFÍCIOS S.A.;;Administradora de Benefícios;AVENIDA PAULISTA;1.106;12º ANDAR - PARTE;BELA VISTA;São Paulo;SP;1310914;11;31914081;;juridico_regulatorio_5@qualicorp.com.br;EDUARDO RIBEIRO FARIA DE OLIVEIRA;REPRESENTANTE;1;12/02/2010
419290;00000000419290;QUALICORP CLUBE DE SAÚDE ADMINISTRADORA DE BENEFÍCIOS LTDA.;QUALICORP;Administradora de Benefícios;AVENIDA PAULISTA;1.106;12º ANDAR -  PARTE;BELA VISTA;São Paulo;SP;1310914;11;31913876;;juridico_regulatorio_5@qualicorp.com.br;EDUARDO RIBEIRO FARIA DE OLIVEIRA;REPRESENTANTE ;2;21/02/2014
417131;00000000417131;QUALIDONTO - QUALIDADE EM ODONTOLOGIA LTDA ;QUALIDONTO;Odontologia de Grupo;AV. TANCREDO NEVES;620;Salas 1805 e 1806;CAMINHO DAS ÁRVORES;Salvador;BA;41820020;71;32762562;;danilo@qualidonto.com.br;DANILO AUGUSTO SANTOS CASTRO;SOCIO ADMINISTRADOR;5;25/11/2009
421243;00000000421243;QUALITY GOLD SAÚDE ADMINISTRADORA DE PLANOS DE SAÚDE LTDA-ME;QUALITY ADMINISTRADORA;Administradora de Benefícios;RUA IVO PRADO;79;LOJA 107;CAMPO GRANDE;Rio de Janeiro;RJ;23080200;21;20708686;;victordallier@gmail.com;VICTOR GOMES DALLIER;SÓCIO ADMINISTRADOR;;11/09/2018
418170;00000000418170;QUALLITY PRÓ SAÚDE PLANO DE ASSISTÊNCIA MÉDICA LTDA.;QUALLITY PRÓ SAÚDE;Medicina de Grupo;SRTVS QD 701 CONJUNTO L ;38;BLOCO 01, Nº 38, LOJAS 10 e 20, BLOCO 02;ASA SUL;Brasília;DF;70340906;;;30444408;dir.quallity@quallityprosaude.com.br;MISAEL ALVES DA SILVA;ADMINISTRADOR;4;15/08/2011
419389;00000000419389;QV BENEFÍCIOS EM SAÚDE LTDA;QV BENEFÍCIOS;Administradora de Benefícios;RUA DO ROSÁRIO;1;SALA 601;CENTRO;Rio de Janeiro;RJ;20041003;21;22121000;;qvbeneficios@qvsaude.com.br;SERGIO SOUTELINHO DE AMORIM;ADMINISTRADOR;3;05/05/2014
420271;00000000420271;R.M.I. OPERADORA DE SAÚDE INTEGRADA LTDA;FENIX MEDICAL;Medicina de Grupo;RUA PAULO ANTONIO DO NASCIMENTO;110;QD F - LOTE 08;JARDIM COLINA - PORTAL DA ;Sorocaba;SP;18047400;;;;assistenteadm@fenix.med.br;ADALTON MURARO DELANHESI;SÓCIO ADMINISTRADOR;6;08/11/2016
418196;00000000418196;RAMED ADMINISTRADORA DE BENEFICIOS LTDA.;RAMED ADMINISTRADORA DE BENEFICIOS LTDA.;Administradora de Benefícios;RUA SETE DE ABRIL;97;11 ANDAR;REPÚBLICA;São Paulo;SP;1043000;;32188500;;caho8@hotmail.com;CAMILA ALEJANDRA HENRIQUEZ OYARCE;SÓCIA ADMINISTRADORA;;13/09/2011
418862;00000000418862;RBS PARTICIPAÇÕES S/A;;Autogestão;AV. ÉRICO VERÍSSIMO;400;;MENINO DEUS;Porto Alegre;RS;90160180;51;32186234;;caf@gruporbs.com.br;DEISY BORGES DE OLIVEIRA;REPRESENTANTE LEGAL;;16/05/2013
331317;00000000331317;REAL GRANDEZA - FUNDAÇÃO DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL;;Autogestão;RUA MENA BARRETO;143;;BOTAFOGO;Rio de Janeiro;RJ;22271100;21;25286912;25286938;presidencia@frg.com.br;CELSO ANTONIO GUIMARÃES;REPRESENTANTE LEGAL PERANTE A ANS;4;05/01/1999
423513;00000000423513;REAL GRANDEZA SAÚDE;;Autogestão;RUA MENA BARRETO;143;ANDAR 8;BOTAFOGO;Rio de Janeiro;RJ;22271100;;;;rgs@frg.com.br;CELSO ANTONIO GUIMARÃES;REPRESENTANTE LEGAL PERANTE A ANS;;26/12/2022
418692;00000000418692;RESOLVE ADMINISTRADORA DE BENEFÍCIOS LTDA;RESOLVE ADMINISTRADORA DE BENEFÍCIOS LTDA;Administradora de Benefícios;RUA TREZE DE MAIO;527;SALA AB;CENTRO;Teresina;PI;64001150;86;30852160;32225809;resolveadm@resolveadministradora.com.br;SARA JAMES DA SILVA MENESES;SOCIA ADMINISTRADORA;3;10/12/2012
422878;00000000422878;RG SAÚDE ADMINISTRADORA DE BENEFICIOS LTDA;RG SAÚDE;Administradora de Benefícios;RUA OMAR CINTRA DAMIÃO ;355;;VILA DINIZ;São José do Rio Preto;SP;15013260;17;32238880;;ribeiroegoulart@gmail.com;TIAGO HENRIQUE GOULART;diretor;6;09/07/2021
417149;00000000417149;RIBERDENTE SERVIÇOS ODONTOLÓGICOS S/S LTDA;;Odontologia de Grupo;RUA LUIZ DA CUNHA;736;;VILA TIBéRIO;Ribeirão Preto;SP;14050040;16;36258278;;parceriariberdente@hotmail.com;RONALDO DONISETTI DE OLIVEIRA;SóCIO PROPRIETáRIO - ADMINISTR;6;25/11/2009
421359;00000000421359;RIO DOCE SAÚDE;RIO DOCE SAÚDE;Medicina de Grupo;Avenida Presidente Vargas;1198;;Centro;Linhares;ES;29900210;27;21031750;;assessoria@riodocesaude.com.br;DALZISO ANTONIO ARMANI;Presidente;5;15/08/2018
415243;00000000415243;RODRIGUES LEIRA ODONTOLOGIA LTDA.;;Odontologia de Grupo;RUA EPITÁCIO PESSOA;1.722;;CENTRO;Sertãozinho;SP;14160180;16;35111601;;joana.odonto@sermedsaude.com.br;ANTONIO CATRUNFO LEIRA;SOCIO DIRETOR;6;03/08/2005
415821;00000000415821;ROPE ODONTOLOGIA ESPECIALIZADA S/S LTDA.;ROPE;Odontologia de Grupo;RUA PEDRO DE TOLEDO;980;CJ.16;VILA CLEMENTINO;São Paulo;SP;4039020;11;55791829;55791829;ropeodontologia@terra.com.br;RONALDO PETITI JUNIOR;DIRETOR;4;17/11/2006
324493;00000000324493;S.P.A SAUDE- SISTEMA DE PROMOÇÃO ASSISTENCIAL;SISTEMA PAULISTA DE ASSISTÊNCIA SAÚDE;Autogestão;RUA MAESTRO CARDIM;1191;8º ANDAR;PARAÍSO;São Paulo;SP;1323001;11;31463131;;spa.ans@spasaude.org.br;RICARDO DE OLIVEIRA GARCIA;SUPERINTENDENTE ;2;17/12/1998
420981;00000000420981;S1 OPERADORA DE PLANO DE SAÚDE LTDA;S1 SAÚDE;Medicina de Grupo;SCS QUADRA 03 BLOCO A;107;1º AND SL. 101 ED. ANTONIA A. P. DE SOUS;ASA SUL;Brasília;DF;70303907;61;32215300;;Raquel@s1saude.com.br;RAQUEL SILVA ESPIRITO SANTO DE SOUSA;DIRETORA;4;27/11/2017
418439;00000000418439;SAFE LIFE ADMINISTRADORA DE BENEFÍCIOS LTDA;;Administradora de Benefícios;RUA CONSELHEIRO CRISPINIANO ;53;10º ANDAR - Conjuntos 101 e 102;REPÚBLICA;São Paulo;SP;1037001;11;35243100;;safelife@safeadmin.com.br;NILSON LANA MACHADO FILHO;ADMINISTRADOR;4;14/03/2012
423815;00000000423815;SAGRADA SAÚDE ASSISTÊNCIA MÉDICA LTDA;PLANO SAGRADA SAUDE;Medicina de Grupo;Av Minas Gerais;90;loja 11;Miranda;Araguari;MG;38444128;34;35123800;;diretoriaadm@sagradasaude.com.br;PEDRO HENRIQUE OLIVEIRA ASCENCAO;Diretor Jurídico;;02/01/2024
419567;00000000419567;SALUPLAN ADMINISTRADORA DE BENEFÍCIOS LTDA;SALUPLAN ADMINISTRADORA DE BENEFÍCIOS LTDA;Administradora de Benefícios;CALçADA ALDEBARã;153;2º ANDAR, Sl 22, PARTE, CENTRO DE APOIO ;ALPHAVILLE;Santana de Parnaíba;SP;6541055;11;31275400;31275443;LUCIANO@MEZZOPLANEJAMENTO.COM.BR;LUCIANO BASTOS;SóCIO-ADMINISTRADOR;6;06/10/2014
422746;00000000422746;SALUSMED OPERADORA DE PLANOS DE SAUDE LTDA;;Medicina de Grupo;Av Dr José Bonifácio Coutinho Nogueira;150;Térreo;Jd. Madalena;Campinas;SP;13091611;19;981572304;;adilson@salusmedsaude.com.br;JOSÉ ADILSON BONATTO;Diretor;6;11/05/2021
422860;00000000422860;SALUTY ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios;Avenida Ator José Wilker;605;bloco B - Sala 659;Jacarepaguá;Rio de Janeiro;RJ;22775024;;;;leonardo@unimedicasaude.com;PABLO DAMIAO DA SILVA SANTOS;SÓCIO ADMINISTRADOR;6;14/06/2021
424421;00000000424421;SALVE SAÚDE ADMINISTRADORA DE BENEFÍCIOS LTDA;SALVE SAÚDE;Administradora de Benefícios;Rua do Rosário;1;5º Andar;Centro;Rio de Janeiro;RJ;20041003;21;22112043;;paulo@salvesaude.com.br;PAULO ROBERTO GONZAGA CAMPOS;ADMINISTRADOR;;24/03/2025
415901;00000000415901;SAME-SERVIÇO DE ASSISTÊNCIA MÉDICA EMPRESARIAL LTDA.;SAME;Medicina de Grupo;RODOVIA 222 - KM 02;S/N;;JARDIM AMÉRICA;Açailândia;MA;65930000;99;35381750;35381038;samemedicina19@gmail.com;FRANCISCO DE ASSIS BANDEIRA;REPRESENTANTE JUNTO A ANS;6;29/01/2007
335614;00000000335614;SAMEDIL SERVIÇOS DE ATENDIMENTO MÉDICO S/A;MEDSENIOR;Medicina de Grupo;RUA PEDRO FONSECA;170;;MONTE BELO;Vitória;ES;29053280;27;30255505;;samedil@medsenior.com.br;MAELY GUILHERME BOTELHO COELHO FILHO;DIRETOR ADMINISTRATIVO FINANCEIRO;4;30/12/1998
367095;00000000367095;SAMEL PLANO DE SAÚDE LTDA;SAMEL;Medicina de Grupo;RUA JOAQUIM NABUCO;1666;;CENTRO;Manaus;AM;69020031;92;21292200;21292256;contabilidade@samel.com.br;LUÍS ALBERTO SALDANHA NICOLAU;DIRETOR EXECUTIVO;5;29/12/1998
422398;00000000422398;SAMI ASSISTÊNCIA MÉDICA LTDA;;Medicina de Grupo;ALAMEDA VICENTE PINZON;54;SALAS 11A E 11 B;VILA OLIMPIA;São Paulo;SP;4547130;11;993645067;;nadja.ferreira@samisaude.com;NADJA ARAUJO FERREIRA;GERENTE;4;10/09/2020
340162;00000000340162;SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA DO GOVERNADOR LTDA;SAMIG SAÚDE ;Medicina de Grupo;Estrada do Dendê;563;Tauá;ILHA DO GOVERNADOR;Rio de Janeiro;RJ;21920000;21;33839444;;regulacao.ans@samig.com.br;ANDERSON DA SILVA MARQUES;Sócio Administrador;4;28/12/1998
343676;00000000343676;SAMOC S.A. - SOCIEDADE ASSISTENCIAL MÉDICA E ODONTO CIRÚRGICA;SAMOC;Medicina de Grupo;RUA SILVIO ROMERO;37;;SANTA TEREZA;Rio de Janeiro;RJ;20230100;21;25088395;25088395;samoc@samoc.com.br;BRUNO RIBEIRO SCAF;DIRETOR GERAL;4;17/12/1998
